date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,total_points_home,previous_points_home,rank_home,rank_change_home,total_points_away,previous_points_away,rank_away,rank_change_away
2020-10-08,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1623.0,1623.0,9.0,0.0,1368.0,1368.0,64.0,1.0
2020-10-08,Norway,Serbia,1.0,2.0,UEFA Euro qualification,Oslo,Norway,False,1452.0,1451.0,44.0,0.0,1486.0,1494.0,31.0,2.0
2020-10-09,Japan,Cameroon,0.0,0.0,Friendly,Utrecht,Netherlands,True,1500.0,1500.0,28.0,0.0,1413.0,1413.0,53.0,0.0
2020-10-09,Mali,Ghana,3.0,0.0,Friendly,Antalya,Turkey,True,1389.0,1389.0,57.0,1.0,1439.0,1439.0,46.0,0.0
2020-10-09,Morocco,Senegal,3.0,1.0,Friendly,Rabat,Morocco,False,1456.0,1456.0,43.0,0.0,1555.0,1555.0,20.0,0.0
2020-10-09,Tunisia,Sudan,3.0,0.0,Friendly,Radès,Tunisia,False,1506.0,1506.0,26.0,-1.0,1112.0,1112.0,128.0,0.0
2020-10-09,Brazil,Bolivia,5.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,1712.0,1712.0,3.0,0.0,1324.0,1324.0,75.0,0.0
2020-10-10,Spain,Switzerland,1.0,0.0,UEFA Nations League,Madrid,Spain,False,1642.0,1636.0,7.0,-1.0,1600.0,1608.0,15.0,3.0
2020-10-10,Ukraine,Germany,1.0,2.0,UEFA Nations League,Kyiv,Ukraine,False,1539.0,1537.0,24.0,0.0,1602.0,1602.0,14.0,-1.0
2020-10-10,Costa Rica,Panama,0.0,1.0,Friendly,San José,Costa Rica,False,1439.0,1439.0,46.0,0.0,1305.0,1305.0,81.0,0.0
2020-10-11,Bosnia and Herzegovina,Netherlands,0.0,0.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,1426.0,1430.0,50.0,1.0,1603.0,1604.0,13.0,-1.0
2020-10-11,Poland,Italy,0.0,0.0,UEFA Nations League,Gdańsk,Poland,False,1558.0,1559.0,19.0,0.0,1612.0,1607.0,12.0,-1.0
2020-10-11,England,Belgium,2.0,1.0,UEFA Nations League,London,England,False,1664.0,1661.0,4.0,0.0,1773.0,1765.0,1.0,0.0
2020-10-11,Iceland,Denmark,0.0,3.0,UEFA Nations League,Reykjavík,Iceland,False,1457.0,1465.0,41.0,2.0,1593.0,1598.0,16.0,0.0
2020-10-11,Croatia,Sweden,2.0,1.0,UEFA Nations League,Zagreb,Croatia,False,1628.0,1642.0,8.0,2.0,1567.0,1579.0,18.0,1.0
2020-10-11,France,Portugal,0.0,0.0,UEFA Nations League,Paris,France,False,1744.0,1733.0,2.0,0.0,1653.0,1639.0,5.0,-2.0
2020-10-11,Serbia,Hungary,0.0,1.0,UEFA Nations League,Belgrade,Serbia,False,1486.0,1494.0,31.0,2.0,1418.0,1416.0,52.0,0.0
2020-10-11,Republic of Ireland,Wales,0.0,0.0,UEFA Nations League,Dublin,Republic of Ireland,False,1475.0,1486.0,37.0,3.0,1550.0,1540.0,21.0,-2.0
2020-10-12,Ghana,Qatar,5.0,1.0,Friendly,Aksu,Turkey,True,1439.0,1439.0,46.0,0.0,1396.0,1396.0,55.0,0.0
2020-10-13,Cameroon,South Sudan,0.0,0.0,Friendly,Yaoundé,Cameroon,False,1413.0,1413.0,53.0,0.0,983.0,983.0,168.0,0.0
2020-10-13,Germany,Switzerland,3.0,3.0,UEFA Nations League,Cologne,Germany,False,1602.0,1602.0,14.0,-1.0,1600.0,1608.0,15.0,3.0
2020-10-13,Ukraine,Spain,1.0,0.0,UEFA Nations League,Kyiv,Ukraine,False,1539.0,1537.0,24.0,0.0,1642.0,1636.0,7.0,-1.0
2020-10-13,Costa Rica,Panama,0.0,1.0,Friendly,San José,Costa Rica,False,1439.0,1439.0,46.0,0.0,1305.0,1305.0,81.0,0.0
2020-10-13,Mexico,Algeria,2.0,2.0,Friendly,The Hague,Netherlands,True,1621.0,1621.0,11.0,0.0,1482.0,1482.0,35.0,0.0
2020-10-13,Nigeria,Tunisia,1.0,1.0,Friendly,Sankt Veit an der Glan,Austria,True,1493.0,1493.0,29.0,-2.0,1506.0,1506.0,26.0,-1.0
2020-10-13,Bolivia,Argentina,1.0,2.0,FIFA World Cup qualification,La Paz,Bolivia,False,1324.0,1324.0,75.0,0.0,1623.0,1623.0,9.0,0.0
2020-10-13,Ecuador,Uruguay,4.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,1368.0,1368.0,64.0,1.0,1645.0,1645.0,6.0,1.0
2020-10-13,Peru,Brazil,2.0,4.0,FIFA World Cup qualification,Lima,Peru,False,1544.0,1544.0,22.0,1.0,1712.0,1712.0,3.0,0.0
2020-10-14,Italy,Netherlands,1.0,1.0,UEFA Nations League,Bergamo,Italy,False,1612.0,1607.0,12.0,-1.0,1603.0,1604.0,13.0,-1.0
2020-10-14,Poland,Bosnia and Herzegovina,3.0,0.0,UEFA Nations League,Wrocław,Poland,False,1558.0,1559.0,19.0,0.0,1426.0,1430.0,50.0,1.0
2020-10-14,Iceland,Belgium,1.0,2.0,UEFA Nations League,Reykjavík,Iceland,False,1457.0,1465.0,41.0,2.0,1773.0,1765.0,1.0,0.0
2020-10-14,England,Denmark,0.0,1.0,UEFA Nations League,London,England,False,1664.0,1661.0,4.0,0.0,1593.0,1598.0,16.0,0.0
2020-10-14,Portugal,Sweden,3.0,0.0,UEFA Nations League,Lisbon,Portugal,False,1653.0,1639.0,5.0,-2.0,1567.0,1579.0,18.0,1.0
2020-10-14,Croatia,France,1.0,2.0,UEFA Nations League,Zagreb,Croatia,False,1628.0,1642.0,8.0,2.0,1744.0,1733.0,2.0,0.0
2020-10-14,Turkey,Serbia,2.0,2.0,UEFA Nations League,Istanbul,Turkey,False,1485.0,1494.0,32.0,3.0,1486.0,1494.0,31.0,2.0
2020-10-14,Bulgaria,Wales,0.0,1.0,UEFA Nations League,Sofia,Bulgaria,False,1378.0,1381.0,60.0,1.0,1550.0,1540.0,21.0,-2.0
2020-11-11,Belgium,Switzerland,2.0,1.0,Friendly,Leuven,Belgium,False,1765.0,1773.0,1.0,0.0,1589.0,1600.0,16.0,1.0
2020-11-11,Denmark,Sweden,2.0,0.0,Friendly,Brondbyvester,Denmark,False,1610.0,1593.0,13.0,-3.0,1558.0,1567.0,19.0,1.0
2020-11-11,France,Finland,0.0,2.0,Friendly,Paris,France,False,1752.0,1744.0,2.0,0.0,1402.0,1390.0,55.0,-1.0
2020-11-11,Germany,Czech Republic,1.0,0.0,Friendly,Leipzig,Germany,False,1607.0,1602.0,14.0,0.0,1446.0,1446.0,45.0,0.0
2020-11-11,Netherlands,Spain,1.0,1.0,Friendly,Amsterdam,Netherlands,False,1596.0,1603.0,15.0,2.0,1639.0,1642.0,6.0,-1.0
2020-11-11,Poland,Ukraine,2.0,0.0,Friendly,Chorzów,Poland,False,1568.0,1558.0,18.0,-1.0,1539.0,1539.0,23.0,-1.0
2020-11-11,Portugal,Andorra,7.0,0.0,Friendly,Lisbon,Portugal,False,1661.0,1653.0,5.0,0.0,1065.0,1076.0,145.0,8.0
2020-11-11,Turkey,Croatia,3.0,3.0,Friendly,Istanbul,Turkey,False,1486.0,1485.0,33.0,1.0,1634.0,1628.0,9.0,1.0
2020-11-12,Serbia,Scotland,1.0,1.0,UEFA Euro qualification,Belgrade,Serbia,False,1489.0,1486.0,30.0,-1.0,1446.0,1428.0,45.0,-4.0
2020-11-12,Bosnia and Herzegovina,Iran,0.0,2.0,Friendly,Sarajevo,Bosnia and Herzegovina,False,1424.0,1426.0,51.0,1.0,1492.0,1489.0,29.0,-1.0
2020-11-12,England,Republic of Ireland,3.0,0.0,Friendly,London,England,False,1669.0,1664.0,4.0,0.0,1467.0,1475.0,36.0,-1.0
2020-11-12,Wales,United States,0.0,0.0,Friendly,Cardiff,Wales,False,1550.0,1550.0,20.0,-1.0,1542.0,1542.0,22.0,-1.0
2020-11-12,Bolivia,Ecuador,2.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,False,1314.0,1324.0,79.0,4.0,1380.0,1368.0,60.0,-4.0
2020-11-12,Argentina,Paraguay,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1636.0,1623.0,8.0,-1.0,1476.0,1461.0,35.0,-5.0
2020-11-13,Costa Rica,Qatar,1.0,1.0,Friendly,Maria Enzersdorf,Austria,True,1427.0,1439.0,50.0,4.0,1391.0,1396.0,57.0,2.0
2020-11-13,Japan,Panama,1.0,0.0,Friendly,Graz,Austria,True,1503.0,1500.0,27.0,-1.0,1317.0,1305.0,77.0,-4.0
2020-11-13,Colombia,Uruguay,0.0,3.0,FIFA World Cup qualification,Barranquilla,Colombia,False,1631.0,1622.0,10.0,0.0,1637.0,1645.0,7.0,1.0
2020-11-13,Brazil,Venezuela,1.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,1725.0,1712.0,3.0,0.0,1493.0,1517.0,28.0,3.0
2020-11-14,Portugal,France,0.0,1.0,UEFA Nations League,Lisbon,Portugal,False,1661.0,1653.0,5.0,0.0,1752.0,1744.0,2.0,0.0
2020-11-14,Sweden,Croatia,2.0,1.0,UEFA Nations League,Stockholm,Sweden,False,1558.0,1567.0,19.0,1.0,1634.0,1628.0,9.0,1.0
2020-11-14,Germany,Ukraine,3.0,1.0,UEFA Nations League,Leipzig,Germany,False,1607.0,1602.0,14.0,0.0,1539.0,1539.0,23.0,-1.0
2020-11-14,Switzerland,Spain,1.0,1.0,UEFA Nations League,Basel,Switzerland,False,1589.0,1600.0,16.0,1.0,1639.0,1642.0,6.0,-1.0
2020-11-14,Mexico,South Korea,3.0,2.0,Friendly,Wiener Neustadt,Austria,True,1625.0,1621.0,11.0,0.0,1464.0,1464.0,38.0,-1.0
2020-11-14,Saudi Arabia,Jamaica,3.0,0.0,Friendly,Riyadh,Saudi Arabia,False,1351.0,1351.0,67.0,1.0,1438.0,1438.0,48.0,0.0
2020-11-15,Netherlands,Bosnia and Herzegovina,3.0,1.0,UEFA Nations League,Amsterdam,Netherlands,False,1596.0,1603.0,15.0,2.0,1424.0,1426.0,51.0,1.0
2020-11-15,Italy,Poland,2.0,0.0,UEFA Nations League,Reggio Emilia,Italy,False,1612.0,1612.0,12.0,0.0,1568.0,1558.0,18.0,-1.0
2020-11-15,Belgium,England,2.0,0.0,UEFA Nations League,Leuven,Belgium,False,1765.0,1773.0,1.0,0.0,1669.0,1664.0,4.0,0.0
2020-11-15,Denmark,Iceland,2.0,1.0,UEFA Nations League,Copenhagen,Denmark,False,1610.0,1593.0,13.0,-3.0,1461.0,1457.0,39.0,-2.0
2020-11-15,Hungary,Serbia,1.0,1.0,UEFA Nations League,Budapest,Hungary,False,1439.0,1418.0,47.0,-5.0,1489.0,1486.0,30.0,-1.0
2020-11-15,Wales,Republic of Ireland,1.0,0.0,UEFA Nations League,Cardiff,Wales,False,1550.0,1550.0,20.0,-1.0,1467.0,1475.0,36.0,-1.0
2020-11-16,United States,Panama,6.0,2.0,Friendly,Wiener Neustadt,Austria,True,1542.0,1542.0,22.0,-1.0,1317.0,1305.0,77.0,-4.0
2020-11-17,Croatia,Portugal,2.0,3.0,UEFA Nations League,Split,Croatia,False,1634.0,1628.0,9.0,1.0,1661.0,1653.0,5.0,0.0
2020-11-17,France,Sweden,4.0,2.0,UEFA Nations League,Paris,France,False,1752.0,1744.0,2.0,0.0,1558.0,1567.0,19.0,1.0
2020-11-17,Spain,Germany,6.0,0.0,UEFA Nations League,Seville,Spain,False,1639.0,1642.0,6.0,-1.0,1607.0,1602.0,14.0,0.0
2020-11-17,Switzerland,Ukraine,3.0,0.0,UEFA Nations League,Lucerne,Switzerland,False,1589.0,1600.0,16.0,1.0,1539.0,1539.0,23.0,-1.0
2020-11-17,Japan,Mexico,0.0,2.0,Friendly,Graz,Austria,True,1503.0,1500.0,27.0,-1.0,1625.0,1621.0,11.0,0.0
2020-11-17,South Korea,Qatar,2.0,1.0,Friendly,Maria Enzersdorf,Austria,True,1464.0,1464.0,38.0,-1.0,1391.0,1396.0,57.0,2.0
2020-11-17,Saudi Arabia,Jamaica,1.0,2.0,Friendly,Riyadh,Saudi Arabia,False,1351.0,1351.0,67.0,1.0,1438.0,1438.0,48.0,0.0
2020-11-17,Ecuador,Colombia,6.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1380.0,1368.0,60.0,-4.0,1631.0,1622.0,10.0,0.0
2020-11-17,Peru,Argentina,0.0,2.0,FIFA World Cup qualification,Lima,Peru,False,1533.0,1544.0,24.0,2.0,1636.0,1623.0,8.0,-1.0
2020-11-17,Uruguay,Brazil,0.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1637.0,1645.0,7.0,1.0,1725.0,1712.0,3.0,0.0
2020-11-18,Poland,Netherlands,1.0,2.0,UEFA Nations League,Chorzów,Poland,False,1568.0,1558.0,18.0,-1.0,1596.0,1603.0,15.0,2.0
2020-11-18,England,Iceland,4.0,0.0,UEFA Nations League,London,England,False,1669.0,1664.0,4.0,0.0,1461.0,1457.0,39.0,-2.0
2020-11-18,Belgium,Denmark,4.0,2.0,UEFA Nations League,Leuven,Belgium,False,1765.0,1773.0,1.0,0.0,1610.0,1593.0,13.0,-3.0
2020-11-18,Serbia,Russia,5.0,0.0,UEFA Nations League,Belgrade,Serbia,False,1489.0,1486.0,30.0,-1.0,1480.0,1485.0,34.0,2.0
2020-11-18,Wales,Finland,3.0,1.0,UEFA Nations League,Cardiff,Wales,False,1550.0,1550.0,20.0,-1.0,1402.0,1390.0,55.0,-1.0
2020-12-04,Qatar,Bangladesh,5.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,1387.0,1391.0,59.0,2.0,920.0,914.0,184.0,-3.0
2020-12-09,United States,El Salvador,6.0,0.0,Friendly,Fort Lauderdale,United States,False,1545.0,1542.0,22.0,0.0,1346.0,1346.0,70.0,2.0
2021-01-25,Dominican Republic,Serbia,0.0,0.0,Friendly,Santo Domingo,Dominican Republic,False,1019.0,1019.0,159.0,0.0,1495.0,1495.0,30.0,0.0
2021-01-28,Panama,Serbia,0.0,0.0,Friendly,Panama City,Panama,False,1311.0,1311.0,78.0,0.0,1495.0,1495.0,30.0,0.0
2021-01-31,United States,Trinidad and Tobago,7.0,0.0,Friendly,Orlando,United States,False,1545.0,1545.0,22.0,0.0,1201.0,1201.0,103.0,0.0
2021-03-24,Qatar,Luxembourg,1.0,0.0,Friendly,Debrecen,Hungary,True,1391.0,1391.0,58.0,0.0,1235.0,1235.0,98.0,0.0
2021-03-24,Portugal,Azerbaijan,1.0,0.0,FIFA World Cup qualification,Turin,Italy,True,1662.0,1662.0,5.0,0.0,1180.0,1180.0,108.0,-1.0
2021-03-24,Serbia,Republic of Ireland,3.0,2.0,FIFA World Cup qualification,Belgrade,Serbia,False,1492.0,1495.0,30.0,0.0,1456.0,1456.0,42.0,0.0
2021-03-24,France,Ukraine,1.0,1.0,FIFA World Cup qualification,Paris,France,False,1755.0,1755.0,2.0,0.0,1521.0,1521.0,24.0,0.0
2021-03-24,Belgium,Wales,3.0,1.0,FIFA World Cup qualification,Leuven,Belgium,False,1780.0,1780.0,1.0,0.0,1562.0,1562.0,18.0,0.0
2021-03-24,Turkey,Netherlands,4.0,2.0,FIFA World Cup qualification,Istanbul,Turkey,False,1487.0,1487.0,32.0,0.0,1609.0,1609.0,14.0,0.0
2021-03-24,Slovenia,Croatia,1.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,False,1379.0,1379.0,62.0,0.0,1617.0,1617.0,11.0,0.0
2021-03-25,Japan,South Korea,3.0,0.0,Friendly,Yokohama,Japan,False,1502.0,1502.0,27.0,0.0,1465.0,1465.0,38.0,0.0
2021-03-25,Saudi Arabia,Kuwait,1.0,0.0,Friendly,Riyadh,Saudi Arabia,False,1353.0,1353.0,67.0,0.0,1057.0,1060.0,148.0,0.0
2021-03-25,United States,Jamaica,4.0,1.0,Friendly,Wiener Neustadt,Austria,True,1548.0,1545.0,22.0,0.0,1437.0,1437.0,47.0,0.0
2021-03-25,Canada,Bermuda,5.0,1.0,FIFA World Cup qualification,Orlando,United States,True,1332.0,1332.0,73.0,1.0,983.0,983.0,169.0,0.0
2021-03-25,Spain,Greece,1.0,1.0,FIFA World Cup qualification,Granada,Spain,False,1645.0,1645.0,6.0,0.0,1413.0,1413.0,53.0,0.0
2021-03-25,Bulgaria,Switzerland,1.0,3.0,FIFA World Cup qualification,Sofia,Bulgaria,False,1350.0,1350.0,68.0,0.0,1593.0,1593.0,16.0,0.0
2021-03-25,Israel,Denmark,0.0,2.0,FIFA World Cup qualification,Tel Aviv,Israel,False,1279.0,1279.0,87.0,0.0,1614.0,1614.0,12.0,0.0
2021-03-25,England,San Marino,5.0,0.0,FIFA World Cup qualification,London,England,False,1670.0,1670.0,4.0,0.0,810.0,810.0,210.0,0.0
2021-03-25,Hungary,Poland,3.0,3.0,FIFA World Cup qualification,Budapest,Hungary,False,1460.0,1460.0,40.0,0.0,1559.0,1559.0,19.0,0.0
2021-03-25,Germany,Iceland,3.0,0.0,FIFA World Cup qualification,Duisburg,Germany,False,1610.0,1610.0,13.0,0.0,1438.0,1438.0,46.0,0.0
2021-03-25,South Africa,Ghana,1.0,1.0,African Cup of Nations qualification,Johannesburg,South Africa,False,1341.0,1341.0,71.0,0.0,1424.0,1424.0,52.0,0.0
2021-03-25,Libya,Tunisia,2.0,5.0,African Cup of Nations qualification,Benina,Libya,False,1177.0,1178.0,111.0,0.0,1503.0,1503.0,26.0,0.0
2021-03-26,Mauritania,Morocco,0.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,1207.0,1207.0,101.0,0.0,1481.0,1474.0,33.0,-2.0
2021-03-26,Congo,Senegal,0.0,0.0,African Cup of Nations qualification,Brazzaville,Congo,False,1265.0,1264.0,90.0,-1.0,1558.0,1558.0,20.0,0.0
2021-03-27,Bosnia and Herzegovina,Costa Rica,0.0,0.0,Friendly,Zenica,Bosnia and Herzegovina,False,1410.0,1410.0,56.0,1.0,1427.0,1427.0,50.0,-1.0
2021-03-27,Qatar,Azerbaijan,2.0,1.0,Friendly,Debrecen,Hungary,True,1391.0,1391.0,58.0,0.0,1180.0,1180.0,108.0,-1.0
2021-03-27,Wales,Mexico,1.0,0.0,Friendly,Cardiff,Wales,False,1562.0,1562.0,18.0,0.0,1632.0,1632.0,9.0,0.0
2021-03-27,Serbia,Portugal,2.0,2.0,FIFA World Cup qualification,Belgrade,Serbia,False,1492.0,1495.0,30.0,0.0,1662.0,1662.0,5.0,0.0
2021-03-27,Czech Republic,Belgium,1.0,1.0,FIFA World Cup qualification,Prague,Czech Republic,False,1456.0,1456.0,42.0,0.0,1780.0,1780.0,1.0,0.0
2021-03-27,Netherlands,Latvia,2.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1609.0,1609.0,14.0,0.0,1082.0,1082.0,136.0,0.0
2021-03-27,Croatia,Cyprus,1.0,0.0,FIFA World Cup qualification,Rijeka,Croatia,False,1617.0,1617.0,11.0,0.0,1224.0,1224.0,100.0,0.0
2021-03-28,Northern Ireland,United States,1.0,2.0,Friendly,Belfast,Northern Ireland,False,1440.0,1440.0,45.0,0.0,1548.0,1545.0,22.0,0.0
2021-03-28,Georgia,Spain,1.0,2.0,FIFA World Cup qualification,Tbilisi,Georgia,False,1267.0,1267.0,89.0,0.0,1645.0,1645.0,6.0,0.0
2021-03-28,Switzerland,Lithuania,1.0,0.0,FIFA World Cup qualification,St. Gallen,Switzerland,False,1593.0,1593.0,16.0,0.0,1114.0,1114.0,129.0,0.0
2021-03-28,Kazakhstan,France,0.0,2.0,FIFA World Cup qualification,Nur-Sultan,Kazakhstan,False,1142.0,1142.0,122.0,0.0,1755.0,1755.0,2.0,0.0
2021-03-28,Denmark,Moldova,8.0,0.0,FIFA World Cup qualification,Herning,Denmark,False,1614.0,1614.0,12.0,0.0,950.0,950.0,177.0,0.0
2021-03-28,Albania,England,0.0,2.0,FIFA World Cup qualification,Tirana,Albania,False,1360.0,1360.0,66.0,0.0,1670.0,1670.0,4.0,0.0
2021-03-28,Poland,Andorra,3.0,0.0,FIFA World Cup qualification,Warsaw,Poland,False,1559.0,1559.0,19.0,0.0,1048.0,1048.0,151.0,0.0
2021-03-28,Romania,Germany,0.0,1.0,FIFA World Cup qualification,Bucharest,Romania,False,1466.0,1466.0,37.0,0.0,1610.0,1610.0,13.0,0.0
2021-03-28,Ghana,São Tomé and Príncipe,3.0,1.0,African Cup of Nations qualification,Cape Coast,Ghana,False,1424.0,1424.0,52.0,0.0,914.0,914.0,187.0,0.0
2021-03-28,Tunisia,Equatorial Guinea,2.0,1.0,African Cup of Nations qualification,Radès,Tunisia,False,1503.0,1503.0,26.0,0.0,1097.0,1097.0,134.0,0.0
2021-03-29,Ecuador,Bolivia,2.0,1.0,Friendly,Guayaquil,Ecuador,False,1409.0,1409.0,57.0,1.0,1307.0,1307.0,79.0,0.0
2021-03-29,Cayman Islands,Canada,0.0,11.0,FIFA World Cup qualification,Bradenton,United States,True,897.0,897.0,193.0,0.0,1332.0,1332.0,73.0,1.0
2021-03-30,Costa Rica,Mexico,0.0,1.0,Friendly,Wiener Neustadt,Austria,True,1427.0,1427.0,50.0,-1.0,1632.0,1632.0,9.0,0.0
2021-03-30,Iran,Syria,3.0,0.0,Friendly,Tehran,Iran,False,1496.0,1496.0,29.0,0.0,1313.0,1313.0,76.0,0.0
2021-03-30,Republic of Ireland,Qatar,1.0,1.0,Friendly,Debrecen,Hungary,True,1456.0,1456.0,42.0,0.0,1391.0,1391.0,58.0,0.0
2021-03-30,Azerbaijan,Serbia,1.0,2.0,FIFA World Cup qualification,Baku,Azerbaijan,False,1180.0,1180.0,108.0,-1.0,1492.0,1495.0,30.0,0.0
2021-03-30,Luxembourg,Portugal,1.0,3.0,FIFA World Cup qualification,Luxembourg City,Luxembourg,False,1235.0,1235.0,98.0,0.0,1662.0,1662.0,5.0,0.0
2021-03-30,Wales,Czech Republic,1.0,0.0,FIFA World Cup qualification,Cardiff,Wales,False,1562.0,1562.0,18.0,0.0,1456.0,1456.0,42.0,0.0
2021-03-30,Belgium,Belarus,8.0,0.0,FIFA World Cup qualification,Leuven,Belgium,False,1780.0,1780.0,1.0,0.0,1269.0,1269.0,88.0,0.0
2021-03-30,Gibraltar,Netherlands,0.0,7.0,FIFA World Cup qualification,Gibraltar,Gibraltar,False,888.0,888.0,195.0,0.0,1609.0,1609.0,14.0,0.0
2021-03-30,Croatia,Malta,3.0,0.0,FIFA World Cup qualification,Rijeka,Croatia,False,1617.0,1617.0,11.0,0.0,951.0,951.0,176.0,0.0
2021-03-30,Saudi Arabia,Palestine,5.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,1353.0,1353.0,67.0,0.0,1206.0,1204.0,102.0,0.0
2021-03-30,Japan,Mongolia,14.0,0.0,FIFA World Cup qualification,Chiba,Japan,False,1502.0,1502.0,27.0,0.0,906.0,906.0,190.0,0.0
2021-03-30,Morocco,Burundi,1.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,1481.0,1474.0,33.0,-2.0,1078.0,1078.0,138.0,0.0
2021-03-30,Cameroon,Rwanda,0.0,0.0,African Cup of Nations qualification,Douala,Cameroon,False,1427.0,1428.0,50.0,0.0,1103.0,1099.0,133.0,0.0
2021-03-30,Senegal,Eswatini,1.0,1.0,African Cup of Nations qualification,Thiès,Senegal,False,1558.0,1558.0,20.0,0.0,1040.0,1040.0,153.0,0.0
2021-03-31,Switzerland,Finland,3.0,2.0,Friendly,St. Gallen,Switzerland,False,1593.0,1593.0,16.0,0.0,1411.0,1411.0,55.0,1.0
2021-03-31,Spain,Kosovo,3.0,1.0,FIFA World Cup qualification,Seville,Spain,False,1645.0,1645.0,6.0,0.0,1155.0,1155.0,117.0,0.0
2021-03-31,Bosnia and Herzegovina,France,0.0,1.0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False,1410.0,1410.0,56.0,1.0,1755.0,1755.0,2.0,0.0
2021-03-31,Austria,Denmark,0.0,4.0,FIFA World Cup qualification,Vienna,Austria,False,1531.0,1531.0,23.0,0.0,1614.0,1614.0,12.0,0.0
2021-03-31,England,Poland,2.0,1.0,FIFA World Cup qualification,London,England,False,1670.0,1670.0,4.0,0.0,1559.0,1559.0,19.0,0.0
2021-03-31,Germany,North Macedonia,1.0,2.0,FIFA World Cup qualification,Duisburg,Germany,False,1610.0,1610.0,13.0,0.0,1362.0,1362.0,65.0,0.0
2021-05-29,Mexico,Iceland,2.0,1.0,Friendly,Arlington,United States,True,1629.56,1629.56,11.0,0.0,1415.99,1415.99,52.0,0.0
2021-05-30,Switzerland,United States,2.0,1.0,Friendly,St. Gallen,Switzerland,False,1606.21,1606.21,13.0,0.0,1555.42,1555.42,20.0,0.0
2021-06-01,Croatia,Armenia,1.0,1.0,Friendly,Velika Gorica,Croatia,False,1605.75,1605.75,14.0,0.0,1273.28,1273.28,90.0,0.0
2021-06-01,Poland,Russia,1.0,1.0,Friendly,Wrocław,Poland,False,1549.87,1549.87,21.0,0.0,1462.65,1462.65,38.0,0.0
2021-06-02,England,Austria,1.0,0.0,Friendly,London,England,False,1686.78,1686.78,4.0,0.0,1523.42,1523.42,23.0,0.0
2021-06-02,France,Wales,3.0,0.0,Friendly,Nice,France,False,1757.3,1757.3,2.0,0.0,1570.36,1570.36,17.0,0.0
2021-06-02,Germany,Denmark,1.0,1.0,Friendly,Innsbruck,Austria,True,1609.12,1609.12,12.0,0.0,1631.55,1631.55,10.0,0.0
2021-06-02,Netherlands,Scotland,2.0,2.0,Friendly,São João da Venda,Portugal,True,1598.04,1598.04,16.0,0.0,1441.43,1441.43,44.0,0.0
2021-06-03,Belgium,Greece,1.0,1.0,Friendly,Brussels,Belgium,False,1783.38,1783.38,1.0,0.0,1418.7,1418.7,51.0,0.0
2021-06-03,Switzerland,Liechtenstein,7.0,0.0,Friendly,St. Gallen,Switzerland,False,1606.21,1606.21,13.0,0.0,911.05,911.05,186.0,0.0
2021-06-03,Mexico,Costa Rica,0.0,0.0,CONCACAF Nations League,Denver,United States,True,1629.56,1629.56,11.0,0.0,1423.4,1423.4,50.0,0.0
2021-06-03,United States,Honduras,1.0,0.0,CONCACAF Nations League,Denver,United States,False,1555.42,1555.42,20.0,0.0,1361.21,1361.21,67.0,0.0
2021-06-03,Iran,Hong Kong,3.0,1.0,FIFA World Cup qualification,Arad,Iran,False,1499.52,1499.52,31.0,0.0,1072.0,1072.0,144.0,0.0
2021-06-03,Uruguay,Paraguay,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1639.08,1639.08,9.0,0.0,1476.02,1476.02,35.0,0.0
2021-06-03,Argentina,Chile,1.0,1.0,FIFA World Cup qualification,Santiago del Estero,Argentina,False,1641.95,1641.95,8.0,0.0,1569.52,1569.52,19.0,0.0
2021-06-03,Kuwait,Australia,0.0,3.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,1056.3,1056.3,148.0,0.0,1457.49,1457.49,41.0,0.0
2021-06-03,Qatar,India,1.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,1397.92,1397.92,58.0,0.0,1184.36,1184.36,105.0,0.0
2021-06-04,Nigeria,Cameroon,0.0,1.0,Friendly,Wiener Neustadt,Austria,True,1487.16,1487.16,32.0,0.0,1404.87,1404.87,55.0,0.0
2021-06-04,Spain,Portugal,0.0,0.0,Friendly,Madrid,Spain,False,1648.13,1648.13,6.0,0.0,1666.12,1666.12,5.0,0.0
